id,text
15996,outside the moon shone on the mirror like surface of the water and its magical light was reflected in the cave
15997,well daddy's already done with school he doesn't go anymore
15998,well that one's better because sometimes the big ones can get in the way
15999,he found Simba grabbed him by the nape of his neck and put him on a nearby ledge
16000,we bought this sweater for you when we went to Ireland
16001,she is always cheerful and looks on the bright side
16002,it's like the leaves when they change colors right
16003,she is romantic and longs to meet her true love
16004,then all seven goblins had a wonderful dream
16005,suddenly Mufasa was knocked back into the stampede
16006,that was over a year ago you were pretty little
16007,she is also very practical and works very hard
16008,and they have some little bit of hair on their body the way bats do
16009,ooh Honey Honey barrette not close to the eye don't want you to hurt your eye
16010,desperately he tried to climb up another ledge from which star Scar stood looking down on him
16011,actually I'm princess Dot next in line to be queen of the whole ant hill
16012,well I'm not sure where the juice is we'll havta look
16013,I wonder if a barracuda is actually an eel or just a different kind of fish
16014,of course my sister Ada's actually queen now so I'll most likely be a princess for a long time
16015,oh yeah usually you put the black ones in our hair because that kind could get stuck in your hair because it's a little bit sticky
16016,Scar reached for Mufasa and pulled him close enough to whisper long live the king
16017,yeah I know I don't see orange in this picture but I bet it's in there somewhere
16018,woudjou like another piece of your pop+tart by the way
16019,bats don't have points on their they have little ears bats have little ears don't they
16020,it's it's a barracuda eel okay I'll look that up just to confirm I'm not sure
16021,don't get me wrong I like being a princess
16022,you can put it close to your forehead that's okay
16023,you know what you ate a lot of when we were in Ireland
16024,but to be honest with you I'd rather play around and be a member of my blueberry troop then perform royal duties
16025,do you want chocolate chips and peanut butter chips in your cookies
16026,oh you can't have lunch okay well then if you can't have lunch then you can't have Pez
16027,mm yeah but you know what that's even that's still too dangerous because we don't want your eye to get hurt
16028,and besides Ada's a good queen even though she worries a lot
16029,you searched and searched and you found it
16030,pterodactyls have points on the back of their heads you're right
16031,she's a whole lot better than she used to be I'll tell you that much
16032,the goblins had a wonderful dream about the paradise of rainbow land where all you had to do was lie on your back and open your mouth
16033,no I think you can pick it up Sweetie because you dropped it on the floor
16034,with hair as black as ebony and lips as red as roses and skin as white as snow this lovely princess is perfectly named Snow White
16035,wouldjou like chocolate chips or chocolate chunks
16036,this is what they gave you for lunch ready
16037,when she was a queen in training she used to get upset about everything
16038,can you pick it up before it gets stepped on Sweetie
16039,well you know what if you put your barrette on your eye we can't go get Play_Doh
16040,of course there used to be a lot to get upset over
16041,which you didn't wanna eat because it was just kind of this weird fried fish
16042,not only is she beautiful but she is sweet natured too
16043,and the most succulent colors dripped down your throat
16044,alright well I'll finish reading the book when you pick your Playdoh up
16045,you see our ant hill used to be in a ton of trouble
16046,everyone loves her except of course her vain and jealous stepmother the queen
16047,well we have_to pay so we can go to the swim club this summer
16048,it sure does this is the viper+fish but the teeth look just like the angler+fish you're right
16049,the dream went on and on and the greedy goblins drank and drank and at dawn just as their bellies were about to burst they were awakened by a distant clap of thunder
16050,and then they gave you chocolate pudding with chocolate sprinkles
16051,her favorite things include singing and dancing which always cheer her up and give her courage when she's afraid
16052,there were these big mean old grasshoppers who would come to collect most of the grain we harvested every year
16053,and then they gave you little chocolate M and Ms
16054,um I don't think there is a face on that one
16055,telling stories is one of Snow White's great talents the seven dwarfs like to listen to her stories about the day her prince will come and how they'll live in a beautiful castle
16056,the goblins sprang to their feet and rushed to the mouth of the cave
16057,right a gulper eel can swallow food three times as wide as its body
16058,they barely left us enough food for ourselves for the winter
16059,oh okay that's gonna be a little bit hard to clean but I will check it out
16060,um there was look at this beautiful picture honey isn't that pretty
16061,what should we do with that Playdoh that's on the ground
16062,look how the wind is driving it towards us Orange cried
16063,would you like some of the little granola bites with the chocolate chips in them
16064,I have_to admit she was stepping up to the throne at a bad time
16065,so you ate all your chocolate and you were bouncing off the walls because you were so full of chocolate energy
16066,the animals and birds of the forest love Snow White's kind and gentle nature
16067,it's a picture of buildings in New York City with some very pretty autumn leaves on the trees
16068,and all the goblins danced and pranced about in glee
16069,they even helped her clean up the dwarves' messy cottage
16070,now my friend Flick he's a really cool guy
16071,I almost dropped some sweetened condensed milk on the floor
16072,and I'm still waiting for you to pick it up
16073,Snow White loves to walk in the enchanted forest and pick pretty flowers
16074,he's an inventor and let me tell you he can invent anything
16075,oh my gosh that's the caterpillar's little tushie
16076,should we go look in the kitchen see if we have
16077,but and you probably don't remember this but there were lots_of kids on our airplane
16078,it's hard to tickle you when you're lying upside down
16079,um that's a little letter saying that they're building a new pool at the swim club
16080,but she can't things into the too many flowers into the cottage because flowers make Sneezy sneeze
16081,once he made a telescope out of a drop of water that he put inside a rolled up leaf
16082,huh you're absolutely right grandma and grandpa are coming from New York City to Providence to visit you
16083,djou remember how many legs a squid has
16084,and they thought you were very cute and they would bring you toys
16085,anyway during the last harvest we ever did for the grasshoppers Flick invented a harvesting machine
16086,when dwarfs when the dwarfs find out that Snow White is a good cook they are delighted even more so when they discover she can bake their favorite gooseberry pie
16087,well an octopus has eight legs and a squid has
16088,they would come and talk to you and bring you little stuffed animals to keep you happy
16089,it was really neat but no one except me would listen to him and see what amazing things his machine could do
16090,Snow White's world Snow White lives in an enchanted land with seven jeweled hills and seven waterfalls
16091,yup grandma Barbara and grandpa Richard are coming today
16092,maybe if they had things would've been different
16093,grandma Rosie sent me a newspaper article about going to the potty
16094,what about cars does anyone you know have a grey car
16095,one day we heard the grasshoppers arriving so we all ran inside the ant hill Flick was left outside with his invention
16096,beyond the farthest hill stands the castle where she grew up with her wicked stepmother
16097,you'll probably get it on there here you go
16098,and it took us so long to get home and you slept almost not at all
16099,that's my birth decade we're back in the seventies
16100,I told you Flick was cool but I didn't tell you he could be kinda clumsy too
16101,ha ha I love to give you little kisses on your neck
16102,they're I think they're gonna babysit tomorrow for you they're gonna play games with you and read you books
16103,it took us I think sixteen hours maybe to get home
16104,Max parked his popsicle where no one would find it
16105,what are you gonna do once you cut it all into pieces
16106,he ended up knocking the entire offering of grain over the ledge and into the river below
16107,gosh it's chilly this whole house is chilly I am so cold
16108,Snow White has nowhere to go and gets lost in the dense forest
16109,oh you're gonna put it all back together into one big ball
16110,then he pushed the up and over button on his brand new power city rocker crushed dump truck
16111,eventually she can run no farther and she falls to the ground in tears oh
16112,the grasshoppers got really mad and even picked me up and threatened to squish me
16113,okay I'm gonna need you to help me sweets
16114,well if we don't figure it out you know who we can ask
16115,Max said Max's sister Ruby it's time to clean up
16116,I'm trying to bribe her I'm like that'd be a great toy to have if you sat on the potty
16117,the seven hills really are jeweled because there are dazzling diamonds inside
16118,it was ridiculous and we had lots and lots_of driving to do when we were in Ireland
16119,the seven dwarfs love to dig dig dig all day long in the diamond mines
16120,ah that's part of the thing to send the money to the swim club
16121,maybe she would know the spanish word for dinosaur is
16122,it's not on yet I just need you to help me put things in the bowl
16123,and she's like yeah that's great now are you gonna it on the potty
16124,yep let me just just gonna make a little cup of tea
16125,it is a mess look how messy it is
16126,because in Ireland you hafta drive on the wrong on the opposite side of the road
16127,I'm sure it means something but I don't have
16128,because you are sweet and you are smart and you are funny
16129,uh these are teeth of different sharks this is a tooth to a tiger shark
16130,we'll hafta see djou remember what that book said dinosaur meant
16131,and you're silly that is true you are silly
16132,when Ruby wasn't looking Max emptied the dump+truck into his pocket
16133,Flick felt so bad he came up with a plan to make things better
16134,well I'm sure you do but you've got_to sit on the potty in order to get them
16135,can you bring that over to me so it doesn't get all messed up
16136,want me to bring the chair over so you can look
16137,no that dinosaur I guess I don't know what the root of dinosaur is it came from a dinosaur
16138,come climb up on the chair and tell me what you see in the backyard Honey
16139,I was putting you in your car seat you fell into baby Cassie's car seat
16140,well you know what I will use this one so then you can use that one over here
16141,well this is when Snow White is ah lost in the dark forest
16142,well lot's of presents for sitting on the potty
16143,I can't think of a latin thing that ends in a xxx
16144,but Max squeezed the rest of the miracle bubbles into his pocket
16145,oh it looked like he was nibbling on your toe
16146,are gonna wanna crack the egg honey
16147,you know honey let's not put strawberry juice on mommy's pants
16148,did you hear Lily's got this one book where it says something is awesome
16149,the horn shark has broad back teeth for crushing shellfish
16150,your ant farm ants have escaped said Ruby
16151,right she got lost but the nice animals helped her out right
16152,whoop don't ah xxx let me put it back on
16153,sweetie you hafta keep it on that's part of having Amanda come
16154,so then she's making up her little stories she's like that's awesome
16155,but Max let the ants run into his pocket instead of into his ant farm
16156,well they don't have a picture of it right here
16157,and they took her to the seven dwarves' cottage
16158,did you tell Amanda what you said to me yesterday
16159,about when you were trying to put the top on your toothbrush
16160,Max said Ruby something's in your underwear drawer that should not be there
16161,Lily do you want a little piece of Pop Tart while you have your microphone on
16162,one of the great gifts that Snow White has is the ability to make friends easily
16163,if you climb up here Honey it's not so sunny
16164,sweetie woujou like to read your prehistoric animals book
16165,look I put it in the shady spot
16166,the animals and dwarfs would do anything for her even Grumpy
16167,maybe you wanna show your little dinosaur to Amanda while I get you a xxx
16168,right in front of you right there look down on the table
16169,a easter egg that's right this easter egg is from last year Max said Ruby into the trash bucket it goes
16170,I think that's love a lot isn't it
16171,we're using all sortsa sugars today
16172,that's right do you see how many leaves we have in the backyard
16173,this is a cookbook and this is a recipe from the first restaurant that mommy and daddy ever had a meal at together
16174,but the queen is madly jealous of her naturally beautiful stepdaughter and the cruel queen is a very dangerous enemy to have
16175,he decided to leave our island to go in search of warrior bugs to protect us
16176,up right in front of you next to Ariel right here right here
16177,we're using light brown sugar dark brown sugar and white sugar
16178,nope you know why I was thinking this is love a lot cus it's got two hearts
16179,oh it's upstairs okay I'll get it in just a minute okay
16180,if the leaves are still there tomorrow I think we'll rake them ourselves with the rake
16181,what is oozing out from your closet door Max asked Ruby
16182,good luck Flick I shouted as he flew away on a dandelion puff
16183,versus this one which I think is Tenderheart because it has one heart
16184,she is at the dog park what is she doing at the dog park
16185,Max knew Ruby would find a reason to throw out his popsicle she might even throw out his
16186,but it's possible that Mani might come today and rake them for us
16187,well let's see what it says about tube worms yeah
16188,nobody believed he could do it nobody expect me that is
16189,right it says here as well as being Snow White's stepmother the queen is also a wicked witch
16190,whatcha doin under the table there little girl
16191,he'll get the bestest roughest bugs you've ever seen
16192,you're right I don't think you did do the purple
16193,she does not like Snow White and she uses a poison apple to try and get rid of her
16194,well no it says these are their head the orange part is their heads worms whose heads stick out of their white tubelike casings take hydrogen sulfide from the water and bacteria in their bodies make food from it
16195,here's your fork she's feeding her with a fork
16196,Max said Ruby your pillow is in your toy chest and your toys are in your bed
16197,okay I'm bringing my tea over and then we're going to read a book
16198,the only problem was that the warrior bugs Flick brought back were actually circus bugs
16199,mm I don't I think we only have one ankylosaurus don't we
16200,artistic license she needs to add more to her work
16201,Max rescued his very favorite piece of gum on a string from the bottom of his bug box
16202,it was a tiny mistake but it could still work out
16203,you're gonna put some purple on for Amanda
16204,I'm gonna turn it on for a minute okay
16205,some clams and mussels also get food from that same kind of bacteria
16206,Flick got the circus bugs and me and my whole blueberry troop to help him with his plan
16207,Ruby put all the toys in the toy chest she lined up the Santas and the dolls
16208,oh my gosh you have so many dinosaurs we don't even know what to do with them
16209,we made a giant fake bird out of leaves and twigs
16210,oh because I you I you always tell me you like it break broken in half
16211,so when the grasshoppers return to get their food we would scare them by crawling inside the bird and flying it right at them
16212,and the sneakers went into Max's closet and the wind+up bugs went into the bug box
16213,the butter was flying out of the bowl
16214,oh yucko do I have Silly_Putty in my hair can we take it out please
16215,the seven dwarfs and the birds and animals that meet Snow White love her dearly
16216,it was a daring plan and Flick was great
16217,they try to protect her from the wicked queen and her spells
16218,look Max said Ruby your room is completely organized there's a place for everything and everything's in its place
16219,blueberries ready he asked when we were loaded inside the bird
16220,and where didjou go when you were in New York
16221,oh is there oh yes that's right Dora saw a volcano didn't she
16222,it doesn't open or it doesn't close
16223,djou wanna come help me crack the eggs honey
16224,I don't know did you go to a museum
16225,Mama called the doctor and the doctor said no more bone+heads bouncing on the bed
16226,oh here we go there they're closed and then when you sit him up
16227,they thought we were go they were going to get eaten by our bird
16228,and she's saying what a lovely day it is to be walking down the steps in my big white dress
16229,okay you wanna read your shark tale book again
16230,he is always so sleepy isn't he
16231,the prehistoric animals included in this book are just a few of the strange and interesting creatures that once roamed our planet
16232,wow it says vents that look like chimneys spew out hot black water from deep inside the earth
16233,the police man yelled from atop his trike no more nut brains riding on a bike
16234,none of us got hurt but the grasshoppers figured out what was going on
16235,oh yeah didjou tell Amanda where you went
16236,it's actually her friend Gabby's baby so I'm not sure
16237,I just put the heat on there I don't know why
16238,and they realized we weren't a real bird after all
16239,water's filled with hydrogen sulfide a chemical that smells like rotten eggs
16240,should we do our we could do our dinosaur puzzle honey
16241,last night the house was eighty degrees and now of course it's sixty degrees we can't seem
16242,but Flick was really brave he had stood up to the grasshoppers and gotten the whole colony to follow him
16243,the dentist shouted from his booth no more sharp+tooths munching on a mooth
16244,here's the huntsman he's a loyal servant of the queen but he is not wicked
16245,first let's put can you help me put these back in the basket please
16246,yeah Lily climbed up into that like maze that goes around the ceiling like the bubble
16247,she's way up top look at her on top of the tower
16248,and did we see some of the other animals in your other prehistoric book
16249,woolly mammoths were a type of prehistoric elephant the woolly mammoth which was distinguished by its long shaggy hair was almost thirteen feet tall
16250,and Ada helped him too together they fought off the biggest meanest grasshopper of them all
16251,seeing Snow White's sweet nature he cannot bear to carry out the queen's orders and hurt the princess
16252,mommy has to go to home depot today but it's so cold I just don't know if I can do it whadda you think
16253,it looks like he's eating a lollie doesn't it
16254,did we see the lion with the very big teeth
16255,in the end those mean old grasshoppers were scared away for good especially after a real live bird chased them down
16256,well but he decides he cannot hurt Snow White
16257,and instead of just taking her down he was climbing all through the thing
16258,and appeared about two million years ago during the Ice_Age of the Pleistocene epoch
16259,he doesn't want to hurt her so he lets her go
16260,in the end the only sad part was that the circus bugs had to leave
16261,are we let's take it out and we'll see
16262,I was waiting for him to fall on my head
16263,right what was the one that we saw at the Pequot museum remember we saw one
16264,P_T_Flea owner of the circus asked Flick to join them too
16265,yesterday the sad thing is it was so hot it's called working at the whale wash that I had the heat and the air conditioning on
16266,no it's not nice that he promised to do it in the first place right
16267,oh you think Amanda wants to see her on top
16268,okay let's put them all take them out and put them alright side up with the picture's up
16269,why don't I hold one of your pieces of Pop Tarts until you finish the other one
16270,but Flick just said sorry my place is here
16271,anyway the circus bugs all promised to come back and visit us at our little ant hill
16272,at the same time just to try and like regulate the temperature
16273,I'm not gonna sing anything if you're hitting me like that
16274,alright where are you gonna sit that I can hold this
16275,during the Ice_Age massive ice sheets called glaciers covered vast areas of land
16276,okay well let's put it together to see what's missing
16277,now see where the crack is I know let's look where the crack is hang on
16278,because it had a thick layer of fat under its skin as well as abundant hair the woolly mammoth managed to keep warm in the year round winter xxx
16279,in the meantime I think Ada has a crush on Flick
16280,we had something to eat didn't we whadju have_to eat
16281,first we have_to find all the end pieces with the straight edges right
16282,what are we gonna do quickly
16283,I mean it's always been totally obvious that he had a crush on her but this is the first time I've seen her let him hold her hand and stuff
16284,getting closer it's not next week but the week after
16285,put your thumb right in there and pull the egg apart
16286,we did have dinner there whadju have_to eat
16287,it's Nemo's wow he he found the treasure
16288,one called the ranger and the ranger shrieked no more feather heads jumping off a peak
16289,oh my gosh you're totally stuck in the couch
16290,from the moment that Snow White becomes more beautiful than the queen her life is in danger
16291,djou wanna read one of your princess stories
16292,I guess if I have_to have a brother in law Flick would be my first choice
16293,should we start with should we start with the straight edges honey
16294,a bunny bank is there treasure in the bunny bank too
16295,although the seven dwarfs tried their best they cannot protect her from the queen's black magic
16296,oh my gosh you're stuck you're stuck
16297,the mammoth lost relatively little body heat through it's ears
16298,okay why don't you tell me what happens okay
16299,I don't know were you just born that way
16300,he charged the street squeal screech bleet spleet no more Dino_Tanks playing in the street
16301,you remember what the other animals were xxx which was the tiger with the very big teeth
16302,I think this is a pterodactyl can you find the rest of the pterodactyl
16303,let's see can I get you anything else to eat honey
16304,anyway I've gotta go now I wanna practice my flying before supper
16305,that's right did you tell Amanda who's coming for Thanksgiving
16306,like what do you mean you had the heat and the air conditioning on
16307,I don't know tell me look at the pictures and tell me what's going on
16308,and in the end the prince's love for Snow White saves the day
16309,huh let's see if you can fit those together
16310,it's long curved tusks enabled it to find food by clearing away snow and ice
16311,the teacher sighed that's against the rules no more super lizards acting sort of cool
16312,yay good job cracking the egg here's Sponge Bob
16313,let's put the straight edge against the straight edge
16314,saber tooth tiger and do you remember what's the thing that we saw that has a big sort of wide fork shaped horn on the front of his head
16315,woolly mammoths have been found preserved in the frozen tundra of Siberia
16316,well at first he thinks he's going to hurt Snow White
16317,three little dinosaurs on a campout Chasmosaurus asked what's a lava tube about
16318,did you tell Amanda what type of pizza you like to eat
16319,prehistoric man who probably hunted them for food decorated caves with drawings of these magnificent animals
16320,but then he changes his mind he can't bring himself to harm her
16321,oh one can only imagine what you're gonna find under there
16322,you have_to tell her you wanna you want her to see Polly
16323,he slid the tube then blasted out the spout no more thrill seekers on a campout
16324,and Grandma Barbara and Grandpa Richard are coming too
16325,the sauce pizza that's true but whada you like to eat mom whadoes mommy like to eat on her pizza
16326,you wanna smell the vanilla extract mm it smells so good
16327,and he tells Snow White to run away from the queen
16328,yeah okay one sec Jenny's telling a story about you
16329,mm it kinda looks like a hippo with a big fork on its head
16330,we do have a new book to read Danielle gave you this book
16331,oh they're so tired they havta take a nap
16332,the saber+tooth tigers first appeared sometime between twenty six and thirty six million years ago
16333,disguised as an old peddler woman the queen persuades trusting Snow White to take a bite of the poisoned apple
16334,it's called Birthday zoo should we read it
16335,the umpire didn't like that talk at all no more big mouths watching baseball
16336,did we see anything else when we were there
16337,oh my gosh his tusks are going in his mouth
16338,now we have_to find the rest of the face of that apatosaurus don't we
16339,one little dinosaur walking all alone the sun burnt Triceritops into dried up bones
16340,watch her little um you know we the c_ds to watch on the computer sometimes and they see her like xxx you know and xxx
16341,how can you be sleeping if you're getting off the couch
16342,look called the scientist at all those fossil stones
16343,so we're looking for a straight edge piece with an apatosaurus
16344,the scientific name for the saber tooth tiger is makeri Machairodont Machairodont Machairodont
16345,Princess Dot is a little ant from A Bug's Life
16346,we haven't been to Baltimore actually in a good long while
16347,she she used to stand in the middle of that green room and stare at the bookcase
16348,as soon as Snow White takes a bite of the apple she falls to the ground in a deep sleep and cannot be woken
16349,this group included many different kinds of cats all of which had long fangs in their upper jaws
16350,and remember what there was when we first walked into the museum there were three dinosaurs there was a mommy and a baby and another one
16351,trying to think of when the last time was we were down there
16352,this is what you used to do when you were little
16353,when the dwarves find her they place her in a special glass coffin
16354,these cats were carnivores or meat eaters and use their sharp xxx sharp teeth to pierce the thick skins of the plant eating animals
16355,before she was actually talking you know a lot of actual words
16356,you know what we should find some more light blue pieces like this
16357,well you know what I already put the butter in what little brown things do we add to our cookies
16358,see if they fit with some straight edges like maybe this one
16359,keep your backpack on I'll put your butterfly wings over your backpack
16360,one of the best know saber+tooth tigers is the Smiladon which means knife tooth in Latin
16361,little kids can eat pepperoni and mushrooms together too
16362,Amanda's going to sit in the green room
16363,exactly you can walk from one end of it to the other
16364,and there was a meat eater also
16365,I'm trying to think of what she said the other she's been so funny with her speech
16366,I don't think I'd want to put a lipper in my eye
16367,xxx can you hand that to me Honey and I'll put it back
16368,you said the other day we were talking about something and I said well we're gonna go to the mall to run an errand or something
16369,but Snow White and the dwarfs and the prince are all very nice aren't they
16370,he knew how to climb the monkey bars and pump himself high on the swings
16371,are is a Carnotaur and a allosaurus the same thing
16372,it's so funny and then she had a couple when Amanda was here actually I think it was just maybe three weeks before you started or something and
16373,can you see if there's some more straight edges in the corner over there sweets
16374,Machrauchenia was a plant eater or an herbivore that xxx
16375,and she said well maybe we'll go here as well
16376,you're so much more interesting than I am Amanda
16377,dinosaur time can I getchou anything else to eat sweetie
16378,see I think they're white if you turn them over yeah let's see what that is
16379,and then wha'd you say you said perhaps to me the other day
16380,you want me to put your wings on Sweets
16381,we need some more forks flurried the storks
16382,yes that's right you were taking turns
16383,and lily was walking around talking about something and she goes and then he did this and then he said defecate
16384,concert day at Terrytown had been a big success
16385,you were sleeping on your special blowup mattress right daddy was lying down with you
16386,the Machrauchenia was about eleven feet tall and was shaped like a camel but with no humps
16387,he couldn't ride his bicycle without training wheels
16388,I don't know I forgot where it was you were talking about but you said perhaps
16389,let's see if that you wwanna see if it fits
16390,in the spring all of Franklin's friends had training wheels on their bikes
16391,he does not look so nice there either you're right
16392,but Snuffy couldn't decide what his favorite color was so he sang a song about all the colors
16393,should we get you a chair to sit on while you put your chocolate chips in
16394,fossils show that its nose openings were high up on the skull suggesting that it had some sort of trunk
16395,and I was laughing oh did you tell Amanda about the car accident
16396,Beaver was the brave one and she took her wheels off first
16397,yeah grandma Rosie and I tiptoed out the door you're right
16398,I think we're gonna have_to look for another piece
16399,concert day was supersonic said Jay Jay as he flew up next to Snuffy
16400,let's try what's that one that your hand is on
16401,about Cinderella she is cheerful and sunny no matter how difficult things are
16402,there were a lot yes we were behind two accidents in one day but what happened with the first one
16403,I know when Amanda was here you said defecate
16404,it woulduv used its trunk as an elephant does today to obtain food and water
16405,your rainbow song was the best part of the show
16406,do you remember where we're gonna go this weekend Honey
16407,she took the training wheels off see she has no little wheels on the back
16408,well this is he's feeding cake to his little animals
16409,and we didn't know how you learned that word
16410,okay let me put you up on the chair
16411,she is hard working and practical and she can cook and sew
16412,since each of its toes were hoofed Machrauchenia would've been able to run quickly to escape predators
16413,she's very caring and heart is full of kindness
16414,maybe that djou think that's the rest of the pterodactyl flying
16415,look at me she shouted I can ride my bike all by myself
16416,I am said Snuffy but everyone else picked a favorite color to sing about and I couldn't figure out my favorite color
16417,I think daddy would like to sleep even more than you do
16418,and we didn't know where you got that from and we were laughing and laughing
16419,there's I mean we used to walk down from campus to the inner harbor and definitely you'd like you'd have several blocks where you'd be like hm you know
16420,poor Cinderella is made to work as a servant by her cruel stepmother and her spoiled stepsisters
16421,okay let's see if that fits with the rest of the pterodactyl
16422,choosing a favorite color is one of the hardest things I'd ever tried to do
16423,it wasn't long before Beaver could signal with one paw and hold on to the handlebar with the other
16424,and do you remember honey when you were little and your Manuela used to come
16425,and who are we going to see in New York
16426,but she never stops hoping and believing that one day her life will change
16427,hey Snuffy said Jay Jay I have an idea when I have trouble figuring something out I go see Brenda Blue
16428,right one car hit the other car and then the second car hit a third car
16429,xxx she has a friend who has a nanny named Manuela so xxx was always like my Manuela does this and your Manuela does that
16430,we've read Hilda a lot can't we pick a different one that we haven't read in a while
16431,you can have you want me to see if I I don't know if I have any blueberries maybe not
16432,although they are only tiny mice Gus and Jack are Cinderella's loyal friends
16433,that's a great idea thanks Jay Jay called Snuffy
16434,there were lots_of animals that I didn't know of before how bout you
16435,Baltimore reminds me of Providence too because like the lower park area and the east side area like you get these huge houses
16436,they help her with her chores and save her from being lonely mhm
16437,we could put all of them in if we want
16438,he headed toward Terrytown airport and Brenda Blue's workshop
16439,right you hafta be careful not to break your bunny bank you're right
16440,soon everyone but Franklin could ride without training wheels
16441,when Snuffy arrived at the workshop he found Brenda Blue working on a small motor
16442,Brontotherium was a plant eater that grew up to eight feet tall
16443,daddy has some work too but I think mommy has more
16444,yeah mommy's gonna put some of these chocolate chips in too
16445,hi Brenda said Snuffy hi Snuffy what's wrong asked Brenda
16446,although it looked like a modern day rhinoceros the two animals are only distantly related
16447,well these are all his stuffed animals he was pretending that they were real I think
16448,I can't decide on a favorite color said Snuffy
16449,she was telling the story to xxx and I um but it was very elaborate when she was telling it and I said uh you're such a good storyteller
16450,Brontotherium lived in the warm forest and had a large forked horn on its snout that was shaped like a y do you see its horn
16451,well it seems to me if something is your favorite color you probably see it a lot right asked Brenda
16452,alright we're gonna read our whale wash book
16453,okay so let's see is there can you turn that white piece over over there
16454,afterwards Franklin asked his mother to help take the training wheels off his bike
16455,and xxx said oh yeah you are and she goes thanks guys
16456,I'm not gonna do my work until Sunday I don't think so
16457,okay see because the whale see how dirty the whale is
16458,yes said Snuffy I would probably see it every day
16459,the fairy godmother makes Cinderella's dreams of happiness come true
16460,yeah here's the y shaped one now up here see
16461,yeah let's see if that one fits over here
16462,so the whale comes in in kind of like a car wash and then these fish clean the whales off
16463,he sat on his bike and his mother gave him a push
16464,and if something is your favorite you probably like it a lot too right asked Brenda
16465,oh no kidding oh my gosh that's funny
16466,oh you're gonna sing twinkle twinkle little star
16467,Franklin wibbled and wobbled and teetered and tottered then he fell into the flower bed
16468,yes said Snuffy if it's my favorite I'd really love it
16469,whadju say no sir is that what you said
16470,well first we're gonna go to their apartment
16471,he looks like he needs a tooth brushing too doesn't he
16472,I can't do it he said I'm never riding this bike again
16473,so you should figure out your favorite color based on the things you see today explained Brenda
16474,and then we're gonna go with them to their
16475,oh that's okay we'll just put it back
16476,oh my gosh you'll have_to eat all their cake then won't you
16477,she like xxx like these little sort of like weird little idioms and stuff she thinks are so funny and like
16478,and let's see what other stories do we have_to tell Amanda
16479,for the rest of the week Franklin felt left out
16480,what a super idea thanks Brenda exclaimed Snuffy as he flew up into the sky
16481,I guess I'll havta do it by myself then won't I
16482,he's going to be at the top of the xxx
16483,it's hard to tell whether it's a velociraptor or a t+rex
16484,he watched as his friends rode off without him
16485,what did we say the other day that you oh I said what's the story morning+glory
16486,do you think the little boys can eat all the cake
16487,but until then he's working at the whale wash
16488,I think it's a t+rex actually because a velociraptor has a really pointy nose
16489,they were becoming great explorers on their bikes
16490,oh my is that what you were looking for
16491,I think it's Sow wait let me check the pronunciation
16492,yyy is whale wash you get a whale of a wash and the price oh my gosh
16493,we will put our dough in this smaller bowl
16494,on Saturday Franklin's friends zoomed by his house
16495,Snuffy was ready to put his plan into action so he looked at the things around him
16496,is that a bug or is that a toy
16497,you don't like to wear the the birthday hats right that's true
16498,oh my god I was watching some of Lily's
16499,I can't ride without my training wheels said Franklin
16500,the whale wash starts thumping and the soap suds start pumping
16501,three monks Hok Lok and Siew traveled along a mountain road
16502,these are the c_ds of when Jenny takes movies of us when she's here and then she brings us the little movies to play on the computer
16503,did you give it your best effort asked his mother
16504,Cinderella has no money to spend on clothes so her animal friends help her to patch up a simple dress an apron each morning and shine her worn out shoes
16505,the turtles get to work twirling on the wax when Oscar turns up the music with the volume to the max
16506,oh my gosh what's with the bugs in this room
16507,you got uh a lil a spider tattoo on your arm right
16508,they talked about cat whiskers the color of the sun and giving
16509,well said Franklin maybe I could try one more time
16510,is that a triceratops I don't know I have_to look because these don't have three horns they just have one and in that big xxx that xxx
16511,she wasn't feeling well was that why she had medicine
16512,but my sky writing smoke is white and so are the clouds so maybe white should be my favorite color
16513,Franklin sat on his bike it's tippy he cried
16514,ooh is he dead or is he dying
16515,what makes one happy Siew asked Hok the youngest monk
16516,I was looking at ones of her when she was gosh maybe just two or like year and a half
16517,yummy yummy yummy in your tummy
16518,the eels have the sparks to keep the current glowing
16519,the birds and mice sew frills and bows on an old dress that once belonged to her mother so that Cinderella can go to the ball
16520,old Siew who was the wisest said let's find out
16521,oh see they're lighting up so everyone can see
16522,try it I won't let you go until you tell me to
16523,Matthew has to take some medicine because his ears were hurting him
16524,hey Snuffy called Jay Jay how's it going
16525,ooh you can have a bite of it with your dough
16526,and how old are you gonna be on your birthday
16527,and uh and um Manuela was still here and she was going through the colors with her
16528,I'm still trying to choose my favorite color replied Snuffy
16529,oh that's right she was right she said pretend you have spiders and we did itsy bitsy spider and then we put them in our pockets right
16530,Franklin pedaled while his mother guided the bike from behind
16531,the whales keep on moving through each and every station and the fish crew keeps on cleaning
16532,the sound of a bell brought their gaze to the rooftops of the village below
16533,really are you gonna be six
16534,wanna join me for some crock water he asked Jay Jay
16535,right I think they have more than three though we'll hafta look and see
16536,yours were hurting you last week I know that's why you had to take medicine too
16537,or it was a little book with different colors and pink was pink
16538,xxx you are you're going to be three wow what a big girl
16539,I'm going to fall he said and stopped pedaling
16540,you know mommy's gonna get a big paper towel honey
16541,we have gotta get your book so we can name all these that's the Corythosaurus I think
